College,Sorority Name,Instagram Handle
"University of Louisiana at Monroe","Phi Mu",""
"University of Louisiana at Monroe","Alpha Kappa Alpha",""
"University of Louisiana at Monroe","Kappa Beta Gamma",""
"University of Louisiana at Monroe","Delta Sigma Theta",""
"University of Louisiana at Monroe","Sigma Gamma Rho",""
"University of Louisiana-Lafayette","",""
"University of Louisville","Sigma Gamma Rho",""
"University of Louisville","Zeta Phi Beta",""
"University of Louisville","Phi Sigma Rho",""
"University of Louisville","Delta Sigma Theta",""
"University of Louisville","Pi Beta Phi",""
"University of Louisville","Zeta Tau Alpha",""
"University of Louisville","",""
"University of Louisville","Sigma Kappa",""
"University of Louisville","Kappa Delta",""
"University of Louisville","Delta Zeta",""
"University of Louisville","Chi Omega",""
"University of Louisville","Alpha Omicron Pi",""
"University of Louisville","Kappa Alpha Theta",""
"University of Louisville","Alpha Kappa Alpha",""
"University of Maine","Kappa Delta Phi NAS",""
"University of Maine","Alpha Phi",""
"University of Maine","Chi Omega",""
"University of Maine","Pi Beta Phi",""
"University of Maine","Alpha Omicron Pi",""
"University of Maine","Phi Mu",""
"University of Maine","Delta Zeta",""
"University of Maine","Delta Delta Delta",""
"University of Maine","Delta Phi Epsilon",""
"University of Mary","Alpha Omicron Pi",""
"University of Mary","Alpha Omega Epsilon",""
"University of Mary","Sigma Kappa",""
"University of Mary","Alpha Chi Omega",""
"University of Mary","Kappa Alpha Theta",""
"University of Mary","Alpha Xi Delta",""
"University of Mary","Sigma Delta Tau",""
"University of Mary","Alpha Phi",""
"University of Mary","Delta Gamma",""
"University of Mary","Zeta Tau Alpha",""
"University of Mary","Phi Sigma Sigma",""
"University of Mary","Zeta Phi Beta",""
"University of Mary","Delta Sigma Theta",""
"University of Mary","Sigma Gamma Rho",""
"University of Mary","Gamma Phi Beta",""
"University of Mary","Delta Phi Epsilon",""
"University of Mary","Kappa Delta",""
"University of Mary","Alpha Sigma Kappa",""
"University of Mary","Alpha Kappa Alpha",""
"University of Mary","Alpha Delta Pi",""
"University of Mary","Alpha Epsilon Phi",""
"University of Mary","Delta Delta Delta",""
"University of Maryland","",""
"University of Maryland Eastern Shore","Alpha Kappa Alpha",""
"University of Maryland, Baltimore County","Alpha Kappa Alpha",""
"University of Maryland, Baltimore County","Alpha Kappa Delta Phi",""
"University of Maryland, Baltimore County","Delta Sigma Theta",""
"University of Maryland, Baltimore County","Phi Sigma Sigma",""
"University of Maryland, Baltimore County","Zeta Sigma Chi",""
"University of Maryland, Baltimore County","Sigma Gamma Rho",""
"University of Maryland, Baltimore County","Phi Mu",""
"University of Maryland, Baltimore County","Delta Phi Epsilon",""
"University of Maryland, Baltimore County","Alpha Sigma Alpha",""
"University of Massachusetts Dartmouth","Phi Sigma Sigma",""
"University of Massachusetts Dartmouth","Alpha Sigma Tau",""
"University of Massachusetts Lowell","Alpha Sigma Tau",""
"University of Massachusetts Lowell","Kappa Delta Phi NAS",""
"University of Memphis","Zeta Phi Beta",""
"University of Memphis","Pi Beta Phi",""
"University of Memphis","Sigma Kappa",""
"University of Memphis","Alpha Delta Pi",""
"University of Memphis","Alpha Gamma Delta",""
"University of Memphis","Delta Gamma",""
"University of Memphis","Kappa Delta",""
"University of Memphis","Phi Mu",""
"University of Memphis","Sigma Gamma Rho",""
"University of Memphis","Delta Sigma Theta",""
"University of Memphis","Alpha Kappa Alpha",""
"University of Memphis","",""
"University of Miami","","@sigmachi_umiami"
"University of Miami","",""
"University of Miami","",""
"University of Miami","",""
"University of Miami","",""
"University of Miami","",""
"University of Miami","",""
"University of Miami","",""
"University of Miami","",""
"University of Miami","",""
"University of Miami","",""
"University of Miami","",""
"University of Miami","",""
"University of Michigan","",""
"University of Michigan","",""
"University of Michigan","",""
"University of Michigan","",""
"University of Michigan","",""
"University of Michigan","",""
"University of Michigan","",""
"University of Michigan","","@michigansigmachi"
"University of Michigan","Alpha Epsilon Phi",""
"University of Michigan","Alpha Gamma Delta",""
"University of Michigan","",""
"University of Michigan","",""
"University of Michigan","",""
"University of Michigan","",""
"University of Michigan","",""
"University of Michigan","",""
"University of Michigan","",""
"University of Michigan","",""
"University of Michigan","",""
"University of Michigan","",""
"University of Michigan","",""
"University of Michigan","",""
"University of Michigan","Delta Phi Epsilon",""
"University of Michigan","Delta Gamma",""
"University of Michigan","Delta Delta Delta",""
"University of Michigan","Alpha Phi",""
"University of Michigan","",""
"University of Michigan","Alpha Chi Omega",""
"University of Michigan","Alpha Delta Pi",""
"University of Michigan","",""
"University of Michigan","Chi Omega",""
"University of Michigan","Zeta Tau Alpha",""
"University of Michigan","",""
"University of Michigan","Sigma Delta Tau",""
"University of Michigan","Pi Beta Phi",""
"University of Michigan","Phi Sigma Rho",""
"University of Michigan","Kappa Kappa Gamma",""
"University of Michigan","Kappa Delta",""
"University of Michigan","Gamma Phi Beta",""
"University of Minnesota","","@umnsigmachi"
"University of Minnesota Duluth","Kappa Beta Gamma",""
"University of Minnesota Duluth","Gamma Sigma Sigma",""
"University of Minnesota Duluth","Alpha Sigma Tau",""
"University of Minnesota Duluth","Phi Sigma Sigma",""
"University of Mississippi","Phi Mu",""
"University of Mississippi","Pi Beta Phi",""
"University of Mississippi","Delta Gamma",""
"University of Mississippi","","@olemisssigmachi"
"University of Mississippi","Kappa Alpha Theta",""
"University of Mississippi","Delta Sigma Theta",""
"University of Mississippi","Sigma Phi Lambda",""
"University of Mississippi","Delta Delta Delta",""
"University of Mississippi","Sigma Gamma Rho",""
"University of Mississippi","Zeta Phi Beta",""
"University of Mississippi","Alpha Kappa Alpha",""
"University of Mississippi","Chi Omega",""
"University of Mississippi","Alpha Phi",""
"University of Mississippi","Kappa Kappa Gamma",""
"University of Mississippi","Alpha Chi Omega",""
"University of Mississippi","Alpha Delta Pi",""
"University of Mississippi","Kappa Delta",""
"University of Mississippi","Alpha Omicron Pi",""
"University of Missouri","Sigma Gamma Rho",""
"University of Missouri","Alpha Chi Omega",""
"University of Missouri","Delta Zeta",""
"University of Missouri","Alpha Sigma Alpha",""
"University of Missouri","Pi Beta Phi",""
"University of Missouri","Alpha Delta Pi",""
"University of Missouri","Phi Mu",""
"University of Missouri","Sigma Kappa",""
"University of Missouri","Alpha Phi",""
"University of Missouri","Gamma Phi Beta",""
"University of Missouri","Delta Delta Delta",""
"University of Missouri","Zeta Tau Alpha",""
"University of Missouri","Sigma Sigma Sigma",""
"University of Missouri","Delta Gamma",""
"University of Missouri","Delta Sigma Theta",""
"University of Missouri","Sigma Alpha",""
"University of Missouri","Zeta Phi Beta",""
"University of Missouri","Alpha Xi Delta",""
"University of Missouri","Chi Omega",""
"University of Missouri","Kappa Kappa Gamma",""
"University of Missouri","Kappa Alpha Theta",""
"University of Missouri","Kappa Delta",""
"University of Missouri-Columbia","",""
"University of Montana","Kappa Kappa Gamma",""
"University of Montana","Delta Gamma",""
"University of Montana","Kappa Alpha Theta",""
"University of Montana","",""
"University of Montana","Alpha Phi",""
"University of Montevallo","Zeta Phi Beta",""
"University of Montevallo","Delta Sigma Theta",""
"University of Montevallo","Alpha Kappa Alpha",""
"University of Montevallo","Alpha Gamma Delta",""
"University of Montevallo","Alpha Delta Pi",""
"University of Montevallo","Chi Omega",""
"University of Montevallo","Phi Mu",""
"University of Montevallo","Delta Gamma",""
"University of Mount Union","Alpha Delta Pi",""
"University of Mount Union","Alpha Chi Omega",""
"University of Mount Union","Alpha Xi Delta",""
"University of Nebraska","Alpha Phi",""
"University of Nebraska","",""
"University of Nebraska","",""
"University of Nebraska","",""
"University of Nebraska","",""
"University of Nebraska","",""
"University of Nebraska","Gamma Phi Beta",""
"University of Nebraska","Chi Omega",""
"University of Nebraska","Delta Gamma",""
"University of Nebraska","Kappa Delta",""
"University of Nebraska","Delta Delta Delta",""
"University of Nebraska","Kappa Kappa Gamma",""
"University of Nebraska","Alpha Omicron Pi",""
"University of Nebraska","Sigma Lambda Gamma",""
"University of Nebraska","Alpha Xi Delta",""
"University of Nebraska","Pi Beta Phi",""
"University of Nebraska","Phi Mu",""
"University of Nebraska","Alpha Chi Omega",""
"University of Nebraska","Kappa Alpha Theta",""
"University of Nebraska","Alpha Delta Pi",""
"University of Nebraska","Theta Phi Alpha",""
"University of Nebraska","Sigma Alpha",""
"University of Nebraska","Sigma Kappa",""
"University of Nebraska","Zeta Tau Alpha",""
"University of Nebraska","Alpha Kappa Alpha",""
"University of Nebraska","Delta Sigma Theta",""
"University of Nebraska","Sigma Gamma Rho",""
"University of Nebraska","Zeta Phi Beta",""
"University of Nebraska-Lincoln","","@nebraskasigmachi"
"University of Nevada Reno","Sigma Kappa",""
"University of Nevada Reno","Delta Sigma Theta",""
"University of Nevada Reno","Sigma Alpha Epsilon Pi",""
"University of Nevada Reno","Delta Delta Delta",""
"University of Nevada Reno","Delta Gamma",""
"University of Nevada Reno","Alpha Omicron Pi",""
"University of Nevada Reno","Pi Beta Phi",""
"University of Nevada Reno","Kappa Alpha Theta",""
"University of New Hampshire","Phi Sigma Sigma",""
"University of New Hampshire","Kappa Delta",""
"University of New Hampshire","",""
"University of New Hampshire","Delta Xi Phi",""
"University of New Hampshire","Sigma Alpha",""
"University of New Hampshire","Alpha Chi Omega",""
"University of New Hampshire","Chi Omega",""
"University of New Hampshire","Alpha Phi",""
"University of New Hampshire","Alpha Xi Delta",""
"University of New Haven","",""
"University of New Mexico","Kappa Kappa Gamma",""
"University of New Mexico","Pi Beta Phi",""
"University of New Mexico","Sigma Alpha Omega",""
"University of New Mexico","",""
"University of New Mexico","Alpha Chi Omega",""
"University of New Mexico","Chi Omega",""
"University of New Orleans","Delta Sigma Theta",""
"University of New Orleans","Alpha Xi Delta",""
"University of New Orleans","Sigma Kappa",""
"University of New Orleans","Sigma Gamma Rho",""
"University of New Orleans","Zeta Phi Beta",""
"University of New Orleans","Zeta Tau Alpha",""
"University of New Orleans","Delta Zeta",""
"University of North Alabama","Alpha Delta Pi",""
"University of North Alabama","Zeta Phi Beta",""
"University of North Alabama","Alpha Kappa Alpha",""
"University of North Alabama","Phi Mu",""
"University of North Alabama","Delta Sigma Theta",""
"University of North Alabama","Zeta Tau Alpha",""
"University of North Alabama","Alpha Gamma Delta",""
"University of North Alabama","",""
"University of North Carolina","",""
"University of North Carolina at Asheville","Gamma Phi Beta",""
"University of North Carolina at Asheville","Alpha Xi Delta",""
"University of North Carolina at Chapel Hill","Zeta Tau Alpha",""
"University of North Carolina at Chapel Hill","Phi Mu",""
"University of North Carolina at Chapel Hill","Kappa Phi Lambda",""
"University of North Carolina at Chapel Hill","Sigma Gamma Rho",""
"University of North Carolina at Chapel Hill","Pi Beta Phi",""
"University of North Carolina at Chapel Hill","Kappa Kappa Gamma",""
"University of North Carolina at Chapel Hill","Alpha Chi Omega",""
"University of North Carolina at Chapel Hill","Delta Delta Delta",""
"University of North Carolina at Chapel Hill","Kappa Delta",""
"University of North Carolina at Chapel Hill","Chi Omega",""
"University of North Carolina at Chapel Hill","Phi Beta Chi",""
"University of North Carolina at Chapel Hill","Alpha Phi",""
"University of North Carolina at Chapel Hill","Alpha Kappa Alpha",""
"University of North Carolina at Chapel Hill","Zeta Phi Beta",""
"University of North Carolina at Chapel Hill","Alpha Delta Pi",""
"University of North Carolina at Chapel Hill","Sigma Sigma Sigma",""
"University of North Carolina at Chapel Hill","Delta Sigma Theta",""
"University of North Carolina at Chapel Hill","Alpha Kappa Delta Phi",""
"University of North Carolina at Chapel Hill","","@sigmachiunc"
"University of North Carolina at Charlotte","Chi Omega",""
"University of North Carolina at Charlotte","Alpha Chi Omega",""
"University of North Carolina at Charlotte","Alpha Delta Pi",""
"University of North Carolina at Charlotte","Zeta Phi Beta",""
"University of North Carolina at Charlotte","Sigma Gamma Rho",""
"University of North Carolina at Charlotte","Kappa Delta",""
"University of North Carolina at Charlotte","Delta Zeta",""
"University of North Carolina at Charlotte","Sigma Kappa",""
"University of North Carolina at Charlotte","Alpha Kappa Alpha",""
"University of North Carolina at Charlotte","Kappa Alpha Theta",""
"University of North Carolina at Charlotte","Zeta Tau Alpha",""
"University of North Carolina at Charlotte","Sigma Alpha Omega",""
"University of North Carolina at Charlotte","Delta Sigma Theta",""
"University of North Carolina at Pembroke","Zeta Phi Beta",""
"University of North Carolina at Pembroke","Zeta Tau Alpha",""
"University of North Carolina at Pembroke","Sigma Sigma Sigma",""
"University of North Carolina at Pembroke","Kappa Delta",""
"University of North Carolina at Pembroke","Alpha Kappa Alpha",""
"University of North Carolina at Pembroke","Delta Sigma Theta",""
"University of North Carolina at Pembroke","Alpha Sigma Alpha",""
"University of North Dakota","Kappa Alpha Theta",""
"University of North Dakota","Pi Beta Phi",""
"University of North Dakota","",""
"University of North Dakota","Kappa Delta",""
"University of North Dakota","Delta Gamma",""
"University of North Dakota","Alpha Phi",""
"University of North Dakota","Alpha Chi Omega",""
"University of North Dakota","Gamma Phi Beta",""
"University of North Florida","Zeta Tau Alpha",""
"University of North Florida","Kappa Delta",""
"University of North Florida","",""
"University of North Florida","",""
"University of North Florida","Sigma Gamma Rho",""
"University of North Florida","",""
"University of North Florida","",""
"University of North Florida","",""
"University of North Florida","",""
"University of North Florida","Alpha Delta Pi",""
"University of North Florida","Delta Gamma",""
"University of North Florida","Alpha Chi Omega",""
"University of North Florida","Alpha Kappa Delta Phi",""
"University of North Florida","Zeta Phi Beta",""
"University of North Florida","Sigma Lambda Gamma",""
"University of North Florida","",""
"University of North Florida","",""
"University of North Florida","",""
"University of North Florida","",""
"University of North Florida","Alpha Phi",""
"University of North Florida","",""
"University of North Florida","Delta Sigma Theta",""
"University of North Florida","Alpha Kappa Alpha",""
"University of North Florida","Kappa Alpha Theta",""
"University of North Georgia","Phi Mu",""
"University of North Georgia","Kappa Delta",""
"University of North Georgia","Delta Zeta",""
"University of North Georgia","Sigma Kappa",""
"University of North Georgia","Alpha Gamma Delta",""
"University of North Georgia","Delta Phi Epsilon",""
"University of North Texas","Pi Beta Phi",""
"University of North Texas","Delta Kappa Delta",""
"University of North Texas","Delta Sigma Theta",""
"University of North Texas","",""
"University of North Texas","Lambda Theta Alpha",""
"University of North Texas","Zeta Phi Beta",""
"University of North Texas","Sigma Gamma Rho",""
"University of North Texas","Delta Gamma",""
"University of North Texas","Zeta Tau Alpha",""
"University of North Texas","Alpha Delta Pi",""
"University of North Texas","Chi Omega",""
"University of North Texas","Alpha Phi",""
"University of North Texas","Delta Phi Omega",""
"University of North Texas","Kappa Delta",""
"University of North Texas","Alpha Kappa Alpha",""
"University of North Texas","Kappa Kappa Gamma",""
"University of North Texas","Sigma Lambda Gamma",""
"University of North Texas","Kappa Delta Chi",""
"University of Northern Colorado","Alpha Omicron Pi",""
"University of Northern Colorado","Alpha Phi",""
"University of Northern Colorado","Delta Zeta",""
"University of Northern Colorado","Alpha Sigma Alpha",""
"University of Northern Colorado","Sigma Kappa",""
"University of Northern Colorado","Delta Sigma Theta",""
"University of Northern Iowa","Alpha Xi Delta",""
"University of Northern Iowa","Gamma Phi Beta",""
"University of Northern Iowa","Alpha Delta Pi",""
"University of Northern Iowa","Alpha Sigma Tau",""
"University of Northern Iowa","Alpha Phi",""
"University of Oklahoma","Theta Nu Xi",""
"University of Oklahoma","Kappa Kappa Gamma",""
"University of Oklahoma","Alpha Chi Omega",""
"University of Oklahoma","Kappa Alpha Theta",""
"University of Oklahoma","Alpha Kappa Delta Phi",""
"University of Oklahoma","","@ousigmachi"
"University of Oklahoma","Gamma Phi Beta",""
"University of Oklahoma","Sigma Phi Lambda",""
"University of Oklahoma","Alpha Omicron Pi",""
"University of Oklahoma","Delta Delta Delta",""
"University of Oklahoma","Kappa Delta Chi",""
"University of Oklahoma","Delta Sigma Theta",""
"University of Oklahoma","Alpha Kappa Alpha",""
"University of Oklahoma","Pi Beta Phi",""
"University of Oklahoma","Delta Gamma",""
"University of Oklahoma","Alpha Sigma Kappa",""
"University of Oklahoma","Zeta Phi Beta",""
"University of Oklahoma","Alpha Phi",""
"University of Oklahoma","Sigma Gamma Rho",""
"University of Oklahoma","Chi Omega",""
"University of Oklahoma","Alpha Gamma Delta",""
"University of Oregon","","@uosigmachi"
"University of Ottawa","",""
"University of Pennsylvania","Alpha Chi Omega",""
"University of Pennsylvania","Phi Mu",""
"University of Pennsylvania","Theta Phi Alpha",""
"University of Pennsylvania","Sigma Gamma Rho",""
"University of Pennsylvania","Sigma Lambda Gamma",""
"University of Pennsylvania","Mu Sigma Upsilon",""
"University of Pennsylvania","Delta Sigma Theta",""
"University of Pennsylvania","Chi Upsilon Sigma",""
"University of Pennsylvania","Kappa Delta",""
"University of Pennsylvania","Sigma Sigma Sigma",""
"University of Pennsylvania","Alpha Gamma Delta",""
"University of Pennsylvania","Alpha Sigma Alpha",""
"University of Pennsylvania","Delta Phi Epsilon",""
"University of Pennsylvania","Sigma Lambda Upsilon",""
"University of Pennsylvania","Zeta Phi Beta",""
"University of Pennsylvania","Alpha Delta Pi",""
"University of Pennsylvania","Alpha Kappa Alpha",""
"University of Pennsylvania","Sigma Delta Tau",""
"University of Pennsylvania","Chi Omega",""
"University of Pennsylvania","Delta Gamma",""
"University of Pennsylvania","Delta Delta Delta",""
"University of Pennsylvania","Phi Sigma Sigma",""
"University of Pennsylvania","Delta Zeta",""
"University of Pennsylvania","Lambda Theta Alpha",""
"University of Pennsylvania","Alpha Xi Delta",""
"University of Pennsylvania","Alpha Sigma Tau",""
"University of Pennsylvania","Sigma Kappa",""
"University of Pennsylvania","Kappa Alpha Theta",""
"University of Pennsylvania","Alpha Phi",""
"University of Pennsylvania","Zeta Tau Alpha",""
"University of Pennsylvania","Sigma Psi Zeta",""
"University of Pennsylvania","Alpha Kappa Delta Phi",""
"University of Pittsburgh","",""
"University of Pittsburgh","",""
"University of Pittsburgh","",""
"University of Pittsburgh","",""
"University of Pittsburgh","",""
"University of Pittsburgh","",""
"University of Puget Sound","",""
"University of Rhode Island","",""
"University of Richmond","Delta Delta Delta",""
"University of Richmond","Kappa Delta",""
"University of Richmond","Alpha Kappa Alpha",""
"University of Richmond","Alpha Chi Omega",""
"University of Richmond","Kappa Alpha Theta",""
"University of Richmond","Delta Gamma",""
"University of Richmond","Pi Beta Phi",""
"University of Richmond","Delta Sigma Theta",""
"University of Richmond","Kappa Kappa Gamma",""
"University of Rochester","",""
"University of Rochester","Kappa Delta",""
"University of Rochester","Sigma Delta Tau",""
"University of Rochester","Gamma Phi Beta",""
"University of Rochester","Phi Sigma Sigma",""
"University of Rochester","Delta Gamma",""
"University of Rochester","Chi Omega",""
"University of Rochester","Alpha Phi",""
"University of Rochester","Alpha Kappa Alpha",""
"University of Rochester","Kappa Alpha Theta",""
"University of Rochester","Delta Sigma Theta",""
"University of Rochester","Zeta Phi Beta",""
"University of Saint Joseph","Alpha Gamma Delta",""
"University of Saint Joseph","Alpha Omicron Pi",""
"University of Saint Joseph","Alpha Phi",""
"University of Saint Joseph","Sigma Sigma Sigma",""
"University of San Diego","Alpha Chi Omega",""
"University of San Diego","Kappa Alpha Theta",""
"University of San Diego","Sigma Theta Psi",""
"University of San Diego","Alpha Delta Pi",""
"University of San Diego","Alpha Phi",""
"University of San Diego","Pi Beta Phi",""
"University of San Diego","Kappa Kappa Gamma",""
"University of San Diego","Kappa Delta",""
"University of San Diego","Gamma Phi Beta",""
"University of San Francisco","Delta Sigma Theta",""
"University of San Francisco","Delta Zeta",""
"University of San Francisco","Delta Delta Delta",""
"University of San Francisco","Kappa Alpha Theta",""
"University of San Francisco","Alpha Kappa Alpha",""
"University of San Francisco","Lambda Theta Nu",""
"University of San Francisco","Lambda Sigma Gamma",""
"University of South Alabama","Chi Omega",""
"University of South Alabama","Sigma Gamma Rho",""
"University of South Alabama","Zeta Phi Beta",""
"University of South Alabama","Phi Mu",""
"University of South Alabama","Alpha Omicron Pi",""
"University of South Alabama","Alpha Gamma Delta",""
"University of South Alabama","Alpha Kappa Alpha",""
"University of South Alabama","Kappa Delta",""
"University of South Alabama","Delta Sigma Theta",""
"University of South Alabama","",""
"University of South Carolina","Alpha Kappa Alpha",""
"University of South Carolina","",""
"University of South Carolina","Delta Zeta",""
"University of South Carolina","Phi Mu",""
"University of South Carolina","Sigma Gamma Rho",""
"University of South Carolina","Zeta Tau Alpha",""
"University of South Carolina","Zeta Phi Beta",""
"University of South Carolina","",""
"University of South Carolina","",""
"University of South Carolina","","@uscsigmachi"
"University of South Carolina","Delta Sigma Theta",""
"University of South Carolina","Alpha Omicron Pi",""
"University of South Dakota","Kappa Alpha Theta",""
"University of South Dakota","Alpha Xi Delta",""
"University of South Dakota","Alpha Phi",""
"University of South Dakota","Pi Beta Phi",""
"University of South Florida","Gamma Phi Beta",""
"University of South Florida","Delta Gamma",""
"University of South Florida","Alpha Omicron Pi",""
"University of South Florida","",""
"University of South Florida","",""
"University of South Florida","",""
"University of South Florida","",""
"University of South Florida","",""
"University of South Florida","",""
"University of South Florida","",""
"University of South Florida","",""
"University of South Florida","Sigma Gamma Rho",""
"University of South Florida","",""
"University of South Florida","Alpha Kappa Alpha",""
"University of South Florida","",""
"University of South Florida","",""
"University of South Florida","Sigma Kappa",""
"University of South Florida","Sigma Delta Tau",""
"University of South Florida","",""
"University of South Florida","",""
"University of South Florida","",""
"University of South Florida","",""
"University of South Florida","",""
"University of South Florida","Kappa Delta",""
"University of South Florida","Alpha Delta Pi",""
"University of South Florida","Zeta Tau Alpha",""
"University of South Florida","Delta Delta Delta",""
"University of South Florida","Chi Omega",""
"University of Southern California","Alpha Phi","@alphaphi_usc"
"University of Southern California","","@trojansigs"
"University of Southern California","","@phidelt_usc"
"University of Southern Indiana","Sigma Sigma Sigma",""
"University of Southern Indiana","Alpha Sigma Tau",""
"University of Southern Indiana","Gamma Phi Beta",""
"University of Southern Indiana","Delta Zeta",""
"University of Southern Indiana","Alpha Sigma Alpha",""
"University of Southern Maine","Kappa Delta Phi NAS",""
"University of Southern Maine","Alpha Xi Delta",""
"University of Southern Mississippi","",""
"University of St. Thomas","",""
"University of Tampa","Delta Zeta",""
"University of Tampa","Sigma Delta Tau",""
"University of Tampa","Delta Gamma",""
"University of Tampa","Sigma Kappa",""
"University of Tampa","Pi Beta Phi",""
"University of Tampa","Delta Phi Epsilon",""
"University of Tampa","Kappa Alpha Theta",""
"University of Tampa","Alpha Chi Omega",""
"University of Tennessee","","@utksigmachi"
"University of Tennessee at Chattanooga","",""
"University of Tennessee-Chattanooga","",""
"University of Tennessee-Knoxville","",""
"University of Tennessee-Martin","",""
"University of Texas at Tyler","Delta Gamma",""
"University of Texas at Tyler","Delta Sigma Theta",""
"University of Texas at Tyler","Zeta Tau Alpha",""
"University of Texas at Tyler","Alpha Chi Omega",""
"University of the Incarnate Word","Alpha Sigma Alpha",""
"University of the Incarnate Word","Alpha Kappa Alpha",""
"University of the Incarnate Word","Delta Sigma Theta",""
"University of the Incarnate Word","Alpha Sigma Tau",""
"University of the Pacific","Delta Gamma",""
"University of the Pacific","Delta Delta Delta",""
"University of the Pacific","Delta Sigma Theta",""
"University of the Pacific","",""
"University of the Pacific","Kappa Alpha Theta",""
"University of the Pacific","Alpha Phi",""
"University of Toledo","Zeta Phi Beta",""
"University of Toledo","Delta Delta Delta",""
"University of Toledo","Kappa Delta",""
"University of Toledo","Alpha Chi Omega",""
"University of Toledo","Chi Omega",""
"University of Toledo","Pi Beta Phi",""
"University of Toledo","Phi Sigma Rho",""
"University of Toledo","Delta Phi Epsilon",""
"University of Toledo","Alpha Xi Delta",""
"University of Toledo","Delta Sigma Theta",""
"University of Toledo","Alpha Kappa Alpha",""
"University of Toledo","Alpha Omicron Pi",""
"University of Toronto-Toronto Metropolitan University","",""
"University of Utah","",""
"University of Utah","Pi Beta Phi",""
"University of Utah","Delta Gamma",""
"University of Utah","Alpha Chi Omega",""
"University of Utah","Delta Sigma Theta",""
"University of Utah","Alpha Phi",""
"University of Utah","Chi Omega",""
"University of Utah","Kappa Kappa Gamma",""
"University of Virginia","Sigma Kappa",""
"University of Virginia","Sigma Alpha Omega",""
"University of Virginia","Gamma Phi Beta",""
"University of Virginia","Alpha Chi Omega",""
"University of Virginia","Sigma Sigma Sigma",""
"University of Virginia","Alpha Delta Pi",""
"University of Virginia","Kappa Alpha Theta",""
"University of Virginia","Kappa Delta",""
"University of Virginia","Chi Omega",""
"University of Virginia","Phi Sigma Sigma",""
"University of Virginia","Delta Gamma",""
"University of Virginia","Kappa Kappa Gamma",""
"University of Virginia","Pi Beta Phi",""
"University of Virginia","Delta Delta Delta",""
"University of Virginia","Zeta Tau Alpha",""
"University of Virginia","Alpha Sigma Tau",""
"University of Virginia","Theta Phi Alpha",""
"University of Virginia","","@uvasigmachi"
"University of Virginia","Alpha Phi",""
"University of Virginia","Alpha Omega Epsilon",""
"University of Virginia","Delta Zeta",""
"University of Virginia","Alpha Kappa Delta Phi",""
"University of Virginia","Sigma Gamma Rho",""
"University of Virginia","Sigma Delta Tau",""
"University of Virginia","Zeta Phi Beta",""
"University of Virginia","Alpha Kappa Alpha",""
"University of Washington","","@uwsigmachi"
"University of West Alabama","Delta Sigma Theta",""
"University of West Alabama","Zeta Phi Beta",""
"University of West Alabama","Alpha Sigma Alpha",""
"University of West Alabama","Alpha Kappa Alpha",""
"University of West Alabama","Phi Mu",""
"University of West Alabama","Alpha Sigma Tau",""
"University of West Florida","Sigma Gamma Rho",""
"University of West Florida","Alpha Chi Omega",""
"University of West Florida","Alpha Kappa Alpha",""
"University of West Florida","Delta Sigma Theta",""
"University of West Florida","Phi Sigma Sigma",""
"University of West Florida","Kappa Delta Chi",""
"University of West Florida","Alpha Gamma Delta",""
"University of West Florida","Zeta Phi Beta",""
"University of West Florida","Alpha Delta Pi",""
"University of West Florida","Kappa Delta",""
"University of West Florida","Delta Phi Lambda",""
"University of West Georgia","",""
"University of Western Ontario","",""
"University of Windsor","",""
"University of Wisconsin","Alpha Sigma Alpha",""
"University of Wisconsin","Sigma Gamma Rho",""
"University of Wisconsin","Pi Beta Phi",""
"University of Wisconsin","Delta Phi Epsilon",""
"University of Wisconsin","Phi Sigma Sigma",""
"University of Wisconsin","Alpha Omicron Pi",""
"University of Wisconsin","Zeta Phi Beta",""
"University of Wisconsin","Zeta Tau Alpha",""
"University of Wisconsin","Delta Sigma Theta",""
"University of Wisconsin","Alpha Xi Delta",""
"University of Wisconsin","Alpha Kappa Alpha",""
"University of Wisconsin","Alpha Gamma Delta",""
"University of Wisconsin","Alpha Epsilon Phi",""
"University of Wisconsin","Sigma Alpha Omega",""
"University of Wisconsin","Sigma Delta Tau",""
"University of Wisconsin","Kappa Kappa Gamma",""
"University of Wisconsin","Chi Omega",""
"University of Wisconsin","Alpha Chi Omega",""
"University of Wisconsin","Gamma Phi Beta",""
"University of Wisconsin","Gamma Alpha Omega",""
"University of Wisconsin","Kappa Alpha Theta",""
"University of Wisconsin","Phi Mu",""
"University of Wisconsin","Delta Delta Delta",""
"University of Wisconsin","Kappa Alpha Sigma",""
"University of Wisconsin","Delta Zeta",""
"University of Wisconsin","Sigma Sigma Sigma",""
"University of Wisconsin","Delta Gamma",""
"University of Wisconsin","Alpha Phi",""
"University of Wisconsin","Sigma Alpha",""
"University of Wisconsin-Madison","","@sigmachiwisconsin"
"University of Wisconsin-Milwaukee","",""
"University of Wyoming","Kappa Kappa Gamma",""
"University of Wyoming","Pi Beta Phi",""
"University of Wyoming","Chi Omega",""
"University of Wyoming","Delta Delta Delta",""
"University of Wyoming","",""
"UNLV","Alpha Delta Pi",""
"UNLV","Delta Zeta",""
"UNLV","Sigma Kappa",""
"UNLV","Alpha Xi Delta",""
"UNLV","Sigma Theta Psi",""
"UNLV","Alpha Kappa Alpha",""
"UNLV","Gamma Phi Beta",""
"UNLV","Sigma Gamma Rho",""
"UNLV","Delta Sigma Theta",""
