College,Fraternity,Instagram Handle,State,Instagram URL,Followers
George Mason University,Alpha Kappa Lambda,,VA,,
George Mason University,Sigma Phi Epsilon,,VA,,
George Mason University,Phi Gamma Delta,,VA,,
George Mason University,Phi Kappa Theta,,VA,,
George Mason University,Sigma Alpha Epsilon,,VA,,
George Mason University,Tau Delta Phi,,VA,,
George Washington University,Beta Theta Pi,https://www.instagram.com/betagwu/,DC,https://www.instagram.com/betagwu/,
George Washington University,Sigma Alpha Epsilon,https://www.instagram.com/gwsigeps/,DC,https://www.instagram.com/gwsigeps/,
George Washington University,Pi Kappa Alpha,https://www.instagram.com/gwu_pike/,DC,https://www.instagram.com/gwu_pike/,
George Washington University,Delta Lambda Phi,@dlpgw,DC,instagram.com/dlpgw,
George Washington University,Phi Gamma Delta,@fijigw,DC,instagram.com/fijigw,
George Washington University,Tau Kappa Epsilon,@gw_tke,DC,instagram.com/gw_tke,
George Washington University,Alpha Epsilon Pi,@gwaepi,DC,instagram.com/gwaepi,
George Washington University,Delta Tau Delta,@gwdeltataudelta,DC,instagram.com/gwdeltataudelta,
George Washington University,Kappa Sigma,@gwkappasigma,DC,instagram.com/gwkappasigma,
George Washington University,Phi Sigma Kappa,@gwphisigmakappa,DC,instagram.com/gwphisigmakappa,
George Washington University,Sigma Chi,@gwsigmachi,DC,instagram.com/gwsigmachi,
George Washington University,Zeta Beta Tau,@gwzbt,DC,instagram.com/gwzbt,
George Washington University,Phi Kappa Psi,,DC,,
George Washington University,Lambda Chi Alpha,,DC,,
George Washington University,Delta Sigma Phi,,DC,,
George Washington University,Sigma Nu,,DC,,
George Washington University,Phi Delta Theta,,DC,,
George Washington University,Sigma Phi Epsilon,,DC,,
George Washington University,Kappa Alpha Order,,DC,,
George Washington University,Iota Nu Delta,,DC,,
George Washington University,Kappa Alpha Psi,,DC,,
George Washington University,Alpha Sigma Phi,,DC,,
George Washington University,Pi Kappa Phi,,DC,,
George Washington University,Theta Delta Chi,,DC,,
George Washington University,Pi Delta Psi,,DC,,
George Washington University,Alpha Phi Alpha,,DC,,
George Washington University,Phi Beta Sigma,,DC,,
George Washington University,Alpha Nu Omega,,DC,,
George Washington University,Lambda Upsilon Lambda,,DC,,
Georgetown College,Phi Kappa Tau,@gc.phikappatau,DC,instagram.com/gc.phikappatau,
Georgetown College,Lambda Chi Alpha,,DC,,
Georgetown College,Kappa Alpha Order,,DC,,
Georgetown College,Pi Kappa Alpha,,DC,,
Georgetown University,Alpha Epsilon Pi,https://www.instagram.com/aepigeorgetown/,DC,https://www.instagram.com/aepigeorgetown/,
Georgetown University,Sigma Chi,https://www.instagram.com/georgetownsigmachi/?hl=en,DC,https://www.instagram.com/georgetownsigmachi/?hl=en,
Georgetown University,Sigma Phi Epsilon,https://www.instagram.com/gusigep/,DC,https://www.instagram.com/gusigep/,
Georgetown University,Alpha Phi Omega,@apogeorgetown,DC,instagram.com/apogeorgetown,
Georgetown University,Sigma Alpha Epsilon,@georgetown_sae,DC,instagram.com/georgetown_sae,
Georgetown University,Zeta Psi,@zetapsigu,DC,instagram.com/zetapsigu,
Georgia College & State University,Delta Sigma Phi,@deltasig_gcsu,GA,instagram.com/deltasig_gcsu,
Georgia College & State University,Pi Kappa Phi,@gcsupikapp,GA,instagram.com/gcsupikapp,
Georgia College & State University,Pi Kappa Alpha,@gcsupikes,GA,instagram.com/gcsupikes,
Georgia College & State University,Kappa Alpha Order,@ka_epsilonnu,GA,instagram.com/ka_epsilonnu,
Georgia College & State University,Kappa Sigma,@kappasig_gcsu,GA,instagram.com/kappasig_gcsu,
Georgia College & State University,Alpha Tau Omega,,GA,,
Georgia College & State University,Theta Chi,,GA,,
Georgia College & State University,Sigma Alpha Epsilon,,GA,,
Georgia College & State University,Kappa Alpha Psi,,GA,,
Georgia College & State University,Alpha Phi Alpha,,GA,,
Georgia Institute of Technology,Beta Theta Pi,https://www.instagram.com/gatechbeta/,GA,https://www.instagram.com/gatechbeta/,
Georgia Institute of Technology,Sigma Alpha Epsilon,https://www.instagram.com/gt.sae/,GA,https://www.instagram.com/gt.sae/,
Georgia Institute of Technology,Phi Delta Theta,https://www.instagram.com/gtphidelt/,GA,https://www.instagram.com/gtphidelt/,
Georgia Institute of Technology,Pi Kappa Alpha,https://www.instagram.com/gtpikes/,GA,https://www.instagram.com/gtpikes/,
Georgia Institute of Technology,Sigma Chi,https://www.instagram.com/gtsigmachi/?hl=en,GA,https://www.instagram.com/gtsigmachi/?hl=en,
Georgia Institute of Technology,Kappa Alpha Order,https://www.instagram.com/ka_georgiatech/,GA,https://www.instagram.com/ka_georgiatech/,
Georgia Institute of Technology,Alpha Tau Omega,@atogt,GA,instagram.com/atogt,
Georgia Institute of Technology,Omega Psi Phi,@deltakappaques,GA,instagram.com/deltakappaques,
Georgia Institute of Technology,Lambda Chi Alpha,@gt.lambdachi,GA,instagram.com/gt.lambdachi,
Georgia Institute of Technology,Tau Kappa Epsilon,@gt.tke,GA,instagram.com/gt.tke,
Georgia Institute of Technology,Alpha Epsilon Pi,@gtaepi,GA,instagram.com/gtaepi,
Georgia Institute of Technology,Alpha Sigma Phi,@gtalphasig,GA,instagram.com/gtalphasig,
Georgia Institute of Technology,Chi Phi,@gtchiphi,GA,instagram.com/gtchiphi,
Georgia Institute of Technology,Chi Psi,@gtchipsi,GA,instagram.com/gtchipsi,
Georgia Institute of Technology,Delta Chi,@gtdeltachi,GA,instagram.com/gtdeltachi,
Georgia Institute of Technology,Delta Sigma Phi,@gtdeltasig,GA,instagram.com/gtdeltasig,
Georgia Institute of Technology,Delta Upsilon,@gtdeltaupsilon,GA,instagram.com/gtdeltaupsilon,
Georgia Institute of Technology,Delta Tau Delta,@gtdelts,GA,instagram.com/gtdelts,
Georgia Institute of Technology,Phi Kappa Theta,@gtphikaps,GA,instagram.com/gtphikaps,
Georgia Institute of Technology,Phi Kappa Psi,@gtphipsi,GA,instagram.com/gtphipsi,
Georgia Institute of Technology,Phi Sigma Kappa,@gtphisig,GA,instagram.com/gtphisig,
Georgia Institute of Technology,Phi Kappa Tau,@gtphitau,GA,instagram.com/gtphitau,
Georgia Institute of Technology,Pi Kappa Phi,@gtpikapp,GA,instagram.com/gtpikapp,
Georgia Institute of Technology,Psi Upsilon,@gtpsiu,GA,instagram.com/gtpsiu,
Georgia Institute of Technology,Sigma Phi Epsilon,@gtsigep,GA,instagram.com/gtsigep,
Georgia Institute of Technology,Sigma Nu,@gtsigmanu,GA,instagram.com/gtsigmanu,
Georgia Institute of Technology,Phi Beta Sigma,@gtsigmas,GA,instagram.com/gtsigmas,
Georgia Institute of Technology,Phi Kappa Sigma,@gtskulls,GA,instagram.com/gtskulls,
Georgia Institute of Technology,Theta Xi,@gtthetaxi,GA,instagram.com/gtthetaxi,
Georgia Institute of Technology,Kappa Alpha Psi,@ldnupes,GA,instagram.com/ldnupes,
Georgia Institute of Technology,Alpha Phi Alpha,@numualphas06,GA,instagram.com/numualphas06,
Georgia Institute of Technology,Zeta Beta Tau,,GA,,
Georgia Institute of Technology,Theta Chi,,GA,,
Georgia Institute of Technology,Phi Gamma Delta,,GA,,
Georgia Institute of Technology,Kappa Sigma,,GA,,
Georgia Institute of Technology,Sigma Pi,,GA,,
Georgia Institute of Technology,Xi Kappa,,GA,,
Georgia Institute of Technology,Triangle,,GA,,
Georgia Institute of Technology,Iota Phi Theta,,GA,,
Georgia Southern University,Sigma Chi,https://www.instagram.com/etazetasigmachi/?hl=en,GA,https://www.instagram.com/etazetasigmachi/?hl=en,
Georgia Southern University,Pi Kappa Alpha,https://www.instagram.com/gsupike/,GA,https://www.instagram.com/gsupike/,
Georgia Southern University,Sigma Nu,@gsu_sigmanu,GA,instagram.com/gsu_sigmanu,
Georgia Southern University,Kappa Alpha Order,@ka_gsu,GA,instagram.com/ka_gsu,
Georgia Southern University,Kappa Sigma,@kappasig_gsu,GA,instagram.com/kappasig_gsu,
Georgia Southern University,Pi Kappa Phi,@pikappaphi_gsu,GA,instagram.com/pikappaphi_gsu,
Georgia Southern University,Sigma Alpha Epsilon,@sae_gaalpha,GA,instagram.com/sae_gaalpha,
Georgia Southern University,Theta Xi,@thetaxigsu,GA,instagram.com/thetaxigsu,
Georgia Southern University,Phi Delta Theta,,GA,,
Georgia Southern University,Alpha Tau Omega,,GA,,
Georgia Southern University,Sigma Phi Epsilon,,GA,,
Georgia Southern University,Alpha Epsilon Pi,,GA,,
Georgia Southern University,Delta Sigma Phi,,GA,,
Georgia Southern University,Delta Tau Delta,,GA,,
Georgia Southern University,Delta Chi,,GA,,
Georgia Southern University,Alpha Phi Alpha,,GA,,
Georgia Southern University,Kappa Alpha Psi,,GA,,
Georgia Southern University,Tau Kappa Epsilon,,GA,,
Georgia Southern University,Phi Kappa Theta,,GA,,
Georgia Southern University,Alpha Sigma Phi,,GA,,
Georgia Southern University,Phi Beta Sigma,,GA,,
Georgia Southern University,Iota Phi Theta,,GA,,
Georgia Southern University,Omega Psi Phi,,GA,,
Georgia Southern University,Sigma Lambda Beta,,GA,,
Georgia Southern University,Phi Sigma Kappa,,GA,,
Georgia Southwestern State University,Alpha Tau Omega,,GA,,
Georgia Southwestern State University,Kappa Alpha Order,,GA,,
Georgia Southwestern State University,Kappa Sigma,,GA,,
Georgia State University,Phi Beta Sigma,https://www.instagram.com/pialpha/,GA,https://www.instagram.com/pialpha/,
Georgia State University,Alpha Phi Alpha,https://www.instagram.com/zetamualphas/,GA,https://www.instagram.com/zetamualphas/,1023
Georgia State University,Kappa Alpha Psi,,GA,,
Georgia State University,Omega Psi Phi,,GA,,
Georgia State University,Iota Phi Theta,,GA,,
Georgia State University,Lambda Theta Phi,,GA,,
Georgia State University,Lambda Upsilon Lambda,,GA,,
Georgia State University,Alpha Nu Omega,,GA,,
Georgia State University,Phi Iota Alpha,,GA,,
Georgia State University,Sigma Lambda Beta,,GA,,
Georgia State University,Delta Epsilon Psi,,GA,,
Georgia State University,Gamma Zeta Alpha,,GA,,
Gettysburg College,Sigma Chi,https://www.instagram.com/sigmachitheta/?hl=en,PA,https://www.instagram.com/sigmachitheta/?hl=en,
Gettysburg College,Lambda Chi Alpha,,PA,,
Gettysburg College,Sigma Alpha Epsilon,,PA,,
Gettysburg College,Phi Delta Theta,,PA,,
Gettysburg College,ATO,https://www.instagram.com/atogettysburg/?hl=en,,,
Gettysburg College,Phi Kappa Psi,,PA,,
Gettysburg College,Tau Epsilon Phi,,PA,,
Gettysburg College,Delta Tau Delta,,PA,,
Gettysburg College,Zeta Beta Tau,,PA,,
Gettysburg College,Phi Sigma Kappa,,PA,,
Gettysburg College,Alpha Phi Alpha,,PA,,
Gettysburg College,Phi Beta Sigma,,PA,,
Grand Valley State University,Theta Chi,,MI,,
Grand Valley State University,Sigma Phi Epsilon,,MI,,
Grand Valley State University,Sigma Pi,,MI,,
Grand Valley State University,Delta Sigma Phi,,MI,,
Grand Valley State University,Pi Kappa Phi,,MI,,
Grand Valley State University,Alpha Sigma Phi,,MI,,
Grand Valley State University,Alpha Phi Alpha,,MI,,
Grand Valley State University,Phi Beta Sigma,,MI,,
Grand Valley State University,Omega Psi Phi,,MI,,
Grand Valley State University,Iota Phi Theta,,MI,,
Grand Valley State University,Lambda Theta Phi,,MI,,
Gustavus Adolphus College,Phi Kappa Psi,,MN,,
Hamilton College,Delta Kappa Epsilon,,NY,,
Hamilton College,Chi Psi,,NY,,
Hamilton College,Alpha Delta Phi,,NY,,
Hamilton College,Theta Delta Chi,,NY,,
Hamilton College,Sigma Phi,,NY,,
Hamilton College,Psi Upsilon,,NY,,
Hamilton College,Delta Phi,,NY,,
Hamilton College,Beta Theta Pi,,NY,,
Hamilton College,Delta Chi,,NY,,
Hamline University,Phi Mu Delta,,MN,,
Hampden-Sydney College,Kappa Alpha Order,https://www.instagram.com/hsckappaalpha/,VA,https://www.instagram.com/hsckappaalpha/,
Hampden-Sydney College,Sigma Chi,https://www.instagram.com/hscsigmachi/?hl=en,VA,https://www.instagram.com/hscsigmachi/?hl=en,
Hampden-Sydney College,Delta Psi,,VA,,
Hampden-Sydney College,Phi Gamma Delta,,VA,,
Hampden-Sydney College,Kappa Sigma,,VA,,
Hampden-Sydney College,Beta Theta Pi,,VA,,
Hampden-Sydney College,Sigma Alpha Epsilon,,VA,,
Hampden-Sydney College,Theta Chi,,VA,,
Hampden-Sydney College,Pi Kappa Alpha,,VA,,
Hampden-Sydney College,Phi Kappa Sigma,,VA,,
Hampden-Sydney College,Lambda Chi Alpha,,VA,,
Hampton University,Alpha Phi Alpha,,VA,,
Hampton University,Phi Beta Sigma,,VA,,
Hampton University,Omega Psi Phi,,VA,,
Hampton University,Kappa Alpha Psi,,VA,,
Hanover College,Sigma Chi,https://www.instagram.com/hanoversigs/?hl=en,IN,https://www.instagram.com/hanoversigs/?hl=en,
Hanover College,Phi Delta Theta,https://www.instagram.com/phidelt_hanover/,IN,https://www.instagram.com/phidelt_hanover/,
Hanover College,Lambda Chi Alpha,,IN,,
Hanover College,Phi Kappa Psi,,IN,,
Hardin-Simmons University,Kappa Alpha Order,,TX,,
Hartwick College,Pi Lambda Phi,,NY,,
Hartwick College,Phi Sigma Sigma,,NY,,
Harvard University,Alpha Epsilon Pi,,MA,,
Harvard University,Sigma Alpha Epsilon,,MA,,
Harvard University,Delta Kappa Epsilon,,MA,,
Harvard University,Kappa Sigma,,MA,,
Harvard University,Sigma Chi,,MA,,
Hastings College,Phi Mu Alpha Sinfonia,,NE,,
Henderson State University,Phi Beta Sigma,,AR,,
Henderson State University,Alpha Phi Alpha,,AR,,
Henderson State University,Omega Psi Phi,,AR,,
Henderson State University,Kappa Alpha Psi,,AR,,
Henderson State University,Kappa Sigma,,AR,,
Henderson State University,Sigma Phi Epsilon,,AR,,
High Point University,Pi Kappa Alpha,,NC,,
High Point University,Kappa Alpha Order,,NC,,
High Point University,Kappa Sigma,,NC,,
High Point University,Pi Kappa Phi,,NC,,
High Point University,Sigma Nu,,NC,,
High Point University,Kappa Alpha Psi,,NC,,
High Point University,Beta Theta Pi,,NC,,
High Point University,Delta Sigma Phi,,NC,,
High Point University,Lambda Chi Alpha,,NC,,
High Point University,Theta Chi,,NC,,
Hillsdale College,Sigma Chi,https://www.instagram.com/hillsdalesigmachi/?hl=en,MI,https://www.instagram.com/hillsdalesigmachi/?hl=en,
Hillsdale College,Delta Tau Delta,,MI,,
Hillsdale College,Delta Sigma Phi,,MI,,
Hillsdale College,Alpha Tau Omega,,MI,,
Hobart and William Smith Colleges,Sigma Chi,https://www.instagram.com/sigmachihobart/,NY,https://www.instagram.com/sigmachihobart/,
Hobart and William Smith Colleges,Delta Chi,,NY,,
Hobart and William Smith Colleges,Kappa Alpha Society,,NY,,
Hobart and William Smith Colleges,Kappa Sigma,,NY,,
Hobart and William Smith Colleges,Phi Sigma Kappa,,NY,,
Hobart and William Smith Colleges,Theta Delta Chi,,NY,,
Hobart and William Smith Colleges,Chi Phi,,NY,,
Hofstra University,Delta Chi,,NY,,
Hofstra University,Pi Lambda Phi,,NY,,
Hofstra University,Theta Tau,,NY,,
Hofstra University,Tau Epsilon Phi,,NY,,
Hofstra University,Sigma Alpha Epsilon,,NY,,
Hofstra University,Pi Kappa Alpha,,NY,,
Hofstra University,Phi Kappa Theta,,NY,,
Hofstra University,Phi Delta Theta,,NY,,
Hofstra University,Sigma Alpha Mu,,NY,,
Hofstra University,Alpha Epsilon Pi,,NY,,
Hofstra University,Alpha Kappa Psi,,NY,,
Hofstra University,Sigma Pi,,NY,,
Hofstra University,Tau Kappa Epsilon,,NY,,
Hope College,Phi Sigma Kappa,,MI,,
Houston Baptist University,Kappa Alpha Order,,TX,,
Houston Baptist University,Phi Kappa Psi,,TX,,
Howard University,Kappa Alpha Psi,,DC,,
Howard University,Phi Beta Sigma,,DC,,
Howard University,Iota Phi Theta,,DC,,
Howard University,Omega Psi Phi,,DC,,
Howard University,Phi Delta Epsilon,,DC,,
Humboldt State University,Kappa Sigma,,CA,,
Humboldt State University,Chi Phi,,CA,,
Humboldt State University,Lambda Theta Phi,,CA,,
Huntingdon College,Sigma Nu,,AL,,
Huntingdon College,Sigma Phi Epsilon,,AL,,
Huntingdon College,Lambda Chi Alpha,,AL,,
Huntingdon College,Kappa Alpha Psi,,AL,,
Husson University,Kappa Delta Phi,,ME,,
Huston-Tillotson University,Phi Beta Sigma,,TX,,
Huston-Tillotson University,Alpha Phi Alpha,,TX,,
Huston-Tillotson University,Kappa Alpha Psi,,TX,,
Huston-Tillotson University,Omega Psi Phi,,TX,,
Huston-Tillotson University,Sigma Lambda Beta,,TX,,
Idaho State University,Kappa Sigma,,ID,,
Idaho State University,Delta Sigma Phi,,ID,,
Illinois Institute of Technology,Alpha Sigma Phi,,IL,,
Illinois Institute of Technology,Pi Kappa Phi,,IL,,
Illinois Institute of Technology,Delta Tau Delta,,IL,,
Illinois State University,Sigma Chi,https://www.instagram.com/isu_sigmachi/?hl=en,IL,https://www.instagram.com/isu_sigmachi/?hl=en,
Illinois State University,Sigma Nu,https://www.instagram.com/sigmanuisu/,IL,https://www.instagram.com/sigmanuisu/,
Illinois State University,Sigma Pi,,IL,,
Illinois State University,Alpha Sigma Phi,,IL,,
Illinois State University,Alpha Epsilon Pi,,IL,,
Illinois State University,Phi Gamma Delta,,IL,,
Illinois State University,Pi Kappa Phi,,IL,,
Illinois State University,Alpha Tau Omega,,IL,,
Illinois State University,Acacia,,IL,,
Illinois State University,Kappa Sigma,,IL,,
Illinois State University,Farmhouse,,IL,,
Illinois State University,Alpha Gamma Rho,,IL,,
Illinois State University,Iota Phi Theta,,IL,,
Illinois State University,Sigma Alpha Mu,,IL,,
Illinois State University,Alpha Phi Alpha,,IL,,
Illinois State University,Kappa Alpha Psi,,IL,,
Illinois State University,Sigma Lambda Beta,,IL,,
Illinois State University,Omega Psi Phi,,IL,,
Illinois State University,Omega Delta,,IL,,
Illinois State University,Phi Beta Sigma,,IL,,
Illinois State University,Delta Upsilon,,IL,,
Illinois State University,Delta Chi,,IL,,
Illinois State University,Delta Sigma Phi,,IL,,
Illinois State University,Lambda Chi Alpha,,IL,,
Illinois State University,Phi Kappa Psi,,IL,,
Illinois State University,Pi Kappa Alpha,,IL,,
Illinois State University,Sigma Alpha Epsilon,,IL,,
Illinois State University,Sigma Phi Epsilon,,IL,,
Illinois State University,Tau Kappa Epsilon,,IL,,
Illinois Wesleyan University,Tau Kappa Epsilon,,IL,,
Illinois Wesleyan University,Theta Chi,,IL,,
Illinois Wesleyan University,Phi Gamma Delta,,IL,,
Illinois Wesleyan University,Acacia,,IL,,
Illinois Wesleyan University,Sigma Chi,,IL,,
Indiana Institute of Technology,Sigma Phi Epsilon,,IN,,
Indiana State University,Sigma Chi,https://www.instagram.com/sigmachi_indiana/?hl=en,IN,https://www.instagram.com/sigmachi_indiana/?hl=en,
Indiana State University,Sigma Phi Epsilon,@indianasigep,IN,instagram.com/indianasigep,
Indiana State University,Phi Delta Theta,@indstatepdt,IN,instagram.com/indstatepdt,
Indiana State University,Pi Kappa Phi,@isu_pikapp_hb,IN,instagram.com/isu_pikapp_hb,
Indiana State University,Delta Sigma Phi,@isudeltasig,IN,instagram.com/isudeltasig,
Indiana State University,Lambda Chi Alpha,@lambdachi_indstate,IN,instagram.com/lambdachi_indstate,
Indiana State University,Theta Chi,,IN,,
Indiana State University,Sigma Alpha Epsilon,,IN,,
Indiana State University,Pi Kappa Alpha,,IN,,
Indiana State University,Phi Kappa Psi,,IN,,
Indiana State University,Tau Kappa Epsilon,,IN,,
Indiana State University,Phi Gamma Delta,,IN,,
Indiana State University,Kappa Alpha Order,,IN,,
Indiana State University,Sigma Tau Gamma,,IN,,
Indiana State University,Alpha Tau Omega,,IN,,
Indiana State University,Kappa Sigma,,IN,,
Indiana State University,Sigma Pi,,IN,,
Indiana University Bloomington,Sigma Chi,https://www.instagram.com/sigmachi_indiana/?hl=en,IN,https://www.instagram.com/sigmachi_indiana/?hl=en,
Indiana University Bloomington,Alpha Epsilon Pi,@aepi_iu,IN,instagram.com/aepi_iu,
